district,mandal,village,lat,long,date,value
SIDDIPET,Koheda,Ramachadrapur,79.09,18.2,01/05/23,2.72
SIDDIPET,Bejjanki,Thotapally,79.08,18.27,01/05/23,6.29
SIDDIPET,Bejjanki,Devakkapally,79.11,18.28,01/05/23,11.27
BHADRADRI,Aswapuram,AMMAGARIPALLI,80.86,17.87,01/05/23,4.77
BHADRADRI,Aswaraopeta,ASWARAOPET (M),81.11,17.24,01/05/23,26.74
BHADRADRI,Bhadrachalam,BHADRACHALAM,80.9,17.67,01/05/23,11.69
BHADRADRI,Burgampadu,BURGAMPAHAD,80.86,17.65,01/05/23,8.52
BHADRADRI,Chandrugonda,RAJAPURAM,80.73,17.35,01/05/23,3.09
BHADRADRI,Chandrugonda,SEETHAIGUDEM,80.67,17.4,01/05/23,4.62
BHADRADRI,Cherla,KOYYURU,80.67,17.4,01/05/23,0.58
BHADRADRI,Cherla,PEDHAMEDISILERU,80.86,18.09,01/05/23,2.47
BHADRADRI,Cherla,SATHYANARAYANA PURAM,80.87,18.01,01/05/23,2.4
BHADRADRI,Cherla,CHUNCHUPALLI,80.61,17.54,01/05/23,6.66
BHADRADRI,Dammapeta,WADLAGUDEM,80.96,17.2,01/05/23,18.61
BHADRADRI,Gundala,GUNDALA,80.32,17.91,01/05/23,2.27
BHADRADRI,Gundala,KANCHANAPALLI,80.43,17.76,01/05/23,7.46
BHADRADRI,Julurpad,JULURPADU,80.51,17.4,01/05/23,8.26
BHADRADRI,Kothagudem,KOTHAGUDEM,80.63,17.55,01/05/23,27.13
BHADRADRI,Laxmidevipalli,BANGARUCHELKA,80.6,17.75,01/05/23,8.62
BHADRADRI,Pinapaka,E. BAYYARAM,80.72,18.04,01/05/23,2.33
BHADRADRI,Pinapaka,DUGENEPALLI,80.64,18.13,01/05/23,3.68
BHADRADRI,Pinapaka,JANAMPETA,80.69,18.1,01/05/23,32.3
BHADRADRI,Sujathanagar,SUJATHANAGAR,80.58,17.48,01/05/23,3.27
BHADRADRI,Tekulapalle,BOMMANAPALLI,80.57,17.57,01/05/23,8.42
BHADRADRI,Tekulapalle,SULANAGAR(D),80.5,17.56,01/05/23,14.31
BHADRADRI,Tekulapalle,TEKULAPALLI,80.47,17.56,01/05/23,7.12
BHADRADRI,Yellandu,YELLANDU,80.34,17.58,01/05/23,5.52
KARIMNAGAR,Ellandakunta,ELLANDAKUNTA,79.51,18.29,01/05/23,4.02
KARIMNAGAR,Ellandakunta,MALLIAL,79.53,18.26,01/05/23,7.11
KARIMNAGAR,Ellandakunta,RACHAPALLY,79.54,18.36,01/05/23,7.41
KARIMNAGAR,Gannervaram,GANNERUVARAM,79.05,18.38,01/05/23,5.72
KARIMNAGAR,Karimnagar (Rural-II),NAGULAMALLIAL,79,18.45,01/05/23,7.64
KARIMNAGAR,Ramadugu,VELICHALA,79.06,18.5,01/05/23,9.2
KARIMNAGAR,V_Saidapur,RAIKAL,79.32,18.16,01/05/23,6.16
PEDDAPALLY,Antargoan,EGLASPUR,79.36,18.78,01/05/23,3.4
PEDDAPALLY,Antargoan,MUGALPAHAD,79.43,18.75,01/05/23,2.97
PEDDAPALLY,Dharmaram,KOTHURU,79.24,18.67,01/05/23,3.9
PEDDAPALLY,Julapalle,KACHAPUR,79.29,18.62,01/05/23,2.9
PEDDAPALLY,Kamanpur,KAMANPUR,79.5,18.66,01/05/23,4.9
PEDDAPALLY,Mutharam_Manthani,LAKKARAM,79.58,18.56,01/05/23,6.2
PEDDAPALLY,Odela,KOLANUR,79.42,18.5,01/05/23,3.7
PEDDAPALLY,Palakurthy,PUTNOOR,79.33,18.75,01/05/23,4.82
PEDDAPALLY,Peddapalle,RAGAVAPOOR,79.42,18.64,01/05/23,5.78
PEDDAPALLY,Peddapalle,BOJANNAPET,79.42,18.57,01/05/23,6.5
PEDDAPALLY,Ramagiri,KALVACHERLA,79.53,18.63,01/05/23,3.05
PEDDAPALLY,Ramagiri,MUSTYALA,79.56,18.75,01/05/23,3.06
PEDDAPALLY,Ramagundam,RAMAGUNDEM,79.44,18.77,01/05/23,8.7
PEDDAPALLY,Srirampur,MANGAPET,79.48,18.53,01/05/23,6.6
PEDDAPALLY,Sultanabad,KATANAPALLY,79.29,18.51,01/05/23,5.2
PEDDAPALLY,Sultanabad,KANUKULA,79.36,18.49,01/05/23,7.35
SANGAREDDY,Ameenapur,SULTHANPUR,78.31,17.57,01/05/23,2.54
SANGAREDDY,Andhole,TALELMA,77.98,17.84,01/05/23,6.99
SANGAREDDY,Chowtakur,SULTHANPUR,78.09,17.73,01/05/23,11.65
SANGAREDDY,Chowtakur,SHIVAMPET,78.1,17.68,01/05/23,15.48
SANGAREDDY,Gummadidala,GUMMADIDDLA,78.37,17.67,01/05/23,2.25
SANGAREDDY,Hathanoora,REDDY KHANAPUR,78.17,17.69,01/05/23,21.79
SANGAREDDY,Hathanoora,SIRPURAM,78.16,17.81,01/05/23,23.86
SANGAREDDY,Hathanoora,NAGARAM,78.29,17.66,01/05/23,10.4
SANGAREDDY,Jinnaram,GADDAPOTHARAM,78.37,17.59,01/05/23,6.79
SANGAREDDY,Kalher,MASANPALLY,77.88,18.18,01/05/23,20.04
SANGAREDDY,Kalher,FATHEPOOR,77.79,18.19,01/05/23,16.13
SANGAREDDY,Kandi,CHERLAGUDEM (KAVALAMPET)/IIT KANDI,78.09,17.52,01/05/23,11.24
SANGAREDDY,Kandi,INDRAKARAN,78.15,17.52,01/05/23,18.31
SANGAREDDY,Kandi,JULKAL,78.11,17.51,01/05/23,5.33
SANGAREDDY,Kangti,KANGTI-1,77.62,18.22,01/05/23,20.87
SANGAREDDY,Kangti,DAMARGIDDA PANCHAMAHA,77.71,18.2,01/05/23,20.13
SANGAREDDY,Kangti,BABULGOAN,77.62,18.3,01/05/23,16.11
SANGAREDDY,Kangti,DEGULWADI,77.6,18.24,01/05/23,24.39
SANGAREDDY,Kondapur,KONDAPUR                 (THOGARPALLY),78.01,17.55,01/05/23,17.4
SANGAREDDY,Manoor,BORANCHA,77.79,17.94,01/05/23,2.45
SANGAREDDY,Munipalli,PEDDALONI,77.83,17.77,01/05/23,13.36
SANGAREDDY,Munipalli,TATIPALLY,77.81,17.74,01/05/23,6.78
SANGAREDDY,Nagalgidda,PUSALPAD,77.74,17.98,01/05/23,7.76
SANGAREDDY,Nagalgidda,KARASGUTTI,77.61,18.07,01/05/23,8.14
SANGAREDDY,Narayankhed,NARAYANAKHED,77.79,18.35,01/05/23,17.95
SANGAREDDY,Narayankhed,SANJEEVRAOPET,77.8,18.1,01/05/23,6.54
SANGAREDDY,Patancheruvu,INOLE,78.25,17.58,01/05/23,22.72
SANGAREDDY,Patancheruvu,MUTHANGI,78.23,17.54,01/05/23,11.02
SANGAREDDY,Patancheruvu,RUDRARAM,78.17,17.55,01/05/23,11.46
SANGAREDDY,Raikode,CHINNAPUR/MAHABATHPUR,77.73,17.86,01/05/23,4.44
SANGAREDDY,Raikode,KARCHAL,77.82,17.83,01/05/23,9.02
SANGAREDDY,Raikode,SINGITHAM,77.79,17.8,01/05/23,5.31
SANGAREDDY,Ramachandrapuram,R.C.PURAM,78.29,17.52,01/05/23,13.59
SANGAREDDY,Sadasivpet,SADASIVPET,77.96,17.62,01/05/23,10.44
SANGAREDDY,Sadasivpet,ATMAKUR,77.93,17.68,01/05/23,9.57
SANGAREDDY,Sadasivpet,NIZAMPUR,77.99,17.67,01/05/23,26.21
SANGAREDDY,Sangareddy,IRGIPALLY,78.07,17.62,01/05/23,11.53
SANGAREDDY,Sangareddy,FASALWADI,78.12,17.63,01/05/23,14.39
SANGAREDDY,Watpalle,PALVATLA,77.92,17.87,01/05/23,7.25
MULUGU,Eturunagaram,BHUTARAM,80.41,18.35,01/05/23,
MULUGU,Eturunagaram,CHELPAKA,80.37,18.4,01/05/23,9.3
MULUGU,Eturunagaram,CHINNABOINAPALLY,80.4,18.29,01/05/23,
MULUGU,Eturunagaram,MUPPANAPALLY,80.35,18.51,01/05/23,10.4
MULUGU,Eturunagaram,SHANKARRAJUPALLY,80.43,18.41,01/05/23,11
MULUGU,Kannaigudem,TUPAKULAGUDEM,80.38,18.58,01/05/23,10.6
MULUGU,Govindaraopet,MACHAPUR,80.06,18.21,01/05/23,6.31
MULUGU,Govindaraopet,BUSSAPUR,80.08,18.18,01/05/23,4.92
MULUGU,Mangapet,AKINEPALLI MALLARAM,80.68,18.11,01/05/23,7.39
MULUGU,Mulug,ABBAPUR,79.88,18.18,01/05/23,26.8
MULUGU,Mulug,POTLAPUR,79.99,18.11,01/05/23,11.35
MULUGU,Mulug,SARVAPUR,80.07,18.12,01/05/23,2.62
MULUGU,Tadvai,KATAPUR,80.4,18.16,01/05/23,7.79
MULUGU,Tadvai,KODISHALA,80.24,18.08,01/05/23,6.04
MULUGU,Tadvai,LINGALA,80.28,18,01/05/23,9.48
MULUGU,Tadvai,NARLAPUR,80.21,18.31,01/05/23,4.28
MULUGU,Tadvai,OORATTAM,80.24,18.34,01/05/23,4.62
MULUGU,Venkatapur,NARSAPUR,79.89,18.24,01/05/23,4.21
MULUGU,Venkatapur,SURAVEDU ,80.7,18.17,01/05/23,9.12
MULUGU,Wazeed,WAZEED,80.48,18.44,01/05/23,11.73
Nizamabad,Bheemgal,Bheemgal,78.41,18.69,01/05/23,
Nizamabad,Makloor,Makloor,78.13,18.76,01/05/23,
Nizamabad,Navipet,Yemcha,77.97,18.85,01/05/23,
Nizamabad,Ranjal,Satapoor,77.94,18.76,01/05/23,
Nizamabad,Rudrur,Rudroor,77.88,18.59,01/05/23,
Nizamabad,Sirkonda,Cheemanpally,78.54,18.55,01/05/23,
MEDAK,Papannapet,PODCHANPALLY,78.19,18.05,01/05/23,7.62
KHAMMAM,Chinthakani,Nereda,80.24,17.14,01/05/23,5.18
KHAMMAM,Enkuru,Arekayalapadu,80.38,17.32,01/05/23,13.9
KHAMMAM,Enkuru,Jannaram,80.41,17.32,01/05/23,7.35
KHAMMAM,Thallada,Annarugudem,80.44,17.26,01/05/23,2.25
KHAMMAM,Thallada,Billupadu,80.46,17.24,01/05/23,2.82
KHAMMAM,Thallada,Mallaram,80.41,17.23,01/05/23,5.06
KUMURAM BHEEM,Asifabad,ASIFABAD-2,79.28,19.36,01/05/23,12.13
KUMURAM BHEEM,Rebbana,REBBENA-1,79.41,19.26,01/05/23,7.25
SANGAREDDY,Kangti,Chapta-K,77.67,18.22,01/05/23,16.25
SANGAREDDY,Andhole,Annasagar,78.07,17.85,01/05/23,7.33
SANGAREDDY,Gummadidala,Kanukunta,78.4,17.7,01/05/23,25.68
SANGAREDDY,Hathanoora,Panyal,78.13,17.75,01/05/23,20.7
SANGAREDDY,Munipalli,Munipally,77.87,17.69,01/05/23,7.7
SANGAREDDY,Sadasivpet,Maddikunta,77.92,17.6,01/05/23,4.07
SANGAREDDY,Sirgapoor,Wangdhal,77.67,18.13,01/05/23,7.59
SIRCILLA,Konaraopeta,Marrimadla,78.61,18.55,01/05/23,
SIRCILLA,Mustabad,Mustabad (NC),78.71,18.28,01/05/23,
SIRCILLA,Rudrangi,Rudrangi (NC),78.71,18.62,01/05/23,4.73
VIKARABAD,Basheerabad,Manthatti,77.51,17.25,01/05/23,8.05
VIKARABAD,Doma,Dirsanpally,77.8,17.09,01/05/23,20.98
VIKARABAD,Kulkacharla,Mujahidpur,77.91,17.06,01/05/23,16.42
VIKARABAD,Marpalle,Marpalle(D),77.76,17.54,01/05/23,17.07
VIKARABAD,Vikarabad,Vikarabad (D),77.92,17.33,01/05/23,22.17
VIKARABAD,Yelal,Bennur,77.6,17.21,01/05/23,
VIKARABAD,Yelal,Thimmaipally,77.61,17.17,01/05/23,12.55
Rangareddy,Amangal,Amangal,78.53,16.86,01/05/23,10.01
Rangareddy,Talakondapalle,Veljal,78.36,16.83,01/05/23,15.16
Vikarabad,Bantwaram,Turmamidi,77.65,17.46,01/05/23,11.12
Vikarabad,Basheerabad,Mailwar,77.75,17.38,01/05/23,13.76
Vikarabad,Bomraspeta,Amsanpalle,77.72,17.09,01/05/23,26.47
Vikarabad,Bomraspeta,Burhanpoor,77.76,17.19,01/05/23,14.7
Vikarabad,Bomraspeta,Gouraram,78.65,17.77,01/05/23,16.7
Vikarabad,Dharur,Kerelli,77.83,17.31,01/05/23,10.32
Vikarabad,Doma,Gumdal,77.79,17.01,01/05/23,14
Vikarabad,Doulatabad,Gokafasalwada,77.57,16.96,01/05/23,13.14
Vikarabad,Kodangal,Angadiraichur,77.54,17.09,01/05/23,5.98
Vikarabad,Kodangal,Nagaram,77.53,17.14,01/05/23,2.64
Vikarabad,Kodangal,Upparpalle,77.5,17.11,01/05/23,15.5
Vikarabad,Kotepally,Kotepalli,77.75,17.38,01/05/23,16.95
Vikarabad,Kotepally,Jinnaram,77.79,17.4,01/05/23,9.52
Vikarabad,Kulkacharla,Veerapur,77.99,16.97,01/05/23,13.65
Vikarabad,Kulkacharla,Antharam,77.87,16.97,01/05/23,11.85
Vikarabad,Marpalle,Dargupalli,77.82,17.59,01/05/23,23.1
Vikarabad,Mominpet,Mekavanampally,77.91,17.56,01/05/23,11.12
Vikarabad,Nawabpet,Ekmamidi,77.92,17.4,01/05/23,6.55
Vikarabad,Nawabpet,Madireddy palli,77,17.45,01/05/23,26.12
Vikarabad,Pargi,Mittakodur,77.81,17.2,01/05/23,8.89
Vikarabad,Pargi,Naskal,77.87,17.23,01/05/23,
Vikarabad,Pargi,Rangampalli,77.83,17.16,01/05/23,39.43
Vikarabad,Pargi,Rapole,77.95,17.13,01/05/23,19.71
Vikarabad,Peddemul,Nagulapalli,77.65,17.39,01/05/23,30.27
Vikarabad,Pudur,"Nizampet
medipalli",78,17.16,01/05/23,9.97
Vikarabad,Tandur,Bijwaram,77.66,17.25,01/05/23,9.61
Vikarabad,Tandur,Gingurthy,77.55,17.34,01/05/23,18.25
Vikarabad,Tandur,Karankote,77.48,17.29,01/05/23,7.76
Vikarabad,Tandur,Sangamkalan,77.46,17.36,01/05/23,6.52
Vikarabad,Tandur,Uddendapur,77.53,17.39,01/05/23,23.42
Vikarabad,Vikarabad,Madanpalli,77.86,17.39,01/05/23,14.3
Vikarabad,Yelal,Devanoor,77.68,17.19,01/05/23,23.78
Vikarabad,Yelal,Juntupally,77.56,17.17,01/05/23,10.5
Vikarabad,Yelal,Rasnam,77.74,17.25,01/05/23,8.3
SANGAREDDY,Jharasangam,JHARASANGAM ,77.71,17.76,01/05/23,7.74
SANGAREDDY,Jharasangam,MACHANOOR,77.67,17.72,01/05/23,12.35
SANGAREDDY,Kohir,BILALPUR,77.69,17.56,01/05/23,13.89
SANGAREDDY,Kohir,BADAMPET,77.66,17.56,01/05/23,12.53
SANGAREDDY,Mogdampalle,MOGUDAMPALLY,77.51,17.62,01/05/23,12.22
SANGAREDDY,Mogdampalle,MANNAPUR,77.52,17.63,01/05/23,7.47
SANGAREDDY,Mogdampalle,DHANASRI,77.47,17.65,01/05/23,14.8
SANGAREDDY,Naykal,NYALKAL,77.67,17.84,01/05/23,5.98
SANGAREDDY,Sirgapoor,WASAR,77.67,18.13,01/05/23,13.1
SANGAREDDY,Zahirabad,SATWAR,77.53,17.7,01/05/23,6.08
SANGAREDDY,Zahirabad,MALCHELMA,77.61,17.59,01/05/23,18.26
SANGAREDDY,Naykal,Dappur,77.75,17.86,01/05/23,6.97
NAGARKURNOOL,Achampet,GHANAPUR,78.95,16.5,01/05/23,2.12
NAGARKURNOOL,Achampet,HAZIPUR,78.7,16.46,01/05/23,6.7
NAGARKURNOOL,Achampet,SIDDAPUR,78.85,16.54,01/05/23,4.01
NAGARKURNOOL,Amrabad,AMRABAD,78.82,16.37,01/05/23,7.83
NAGARKURNOOL,Amrabad,MADHAVANIPALLY,78.87,16.39,01/05/23,8.27
NAGARKURNOOL,Amrabad,VATVERLAPALLLY,78.8,16.25,01/05/23,27.09
NAGARKURNOOL,Balmoor,BANALA,78.64,16.32,01/05/23,11.38
NAGARKURNOOL,Charakonda,CHARAKONDA,78.71,16.7,01/05/23,1.03
NAGARKURNOOL,Kalwakurthy,THOTAPALLY,78.4,16.61,01/05/23,2.93
NAGARKURNOOL,Kalwakurthy,YELLIKAL,78.53,16.61,01/05/23,4.74
NAGARKURNOOL,Kodair,KODAIR,78.29,16.26,01/05/23,1.43
NAGARKURNOOL,Padra,IPPALAPALLY,79.07,16.35,01/05/23,29.48
NAGARKURNOOL,Padra,PADARA,78.88,16.43,01/05/23,2.79
NAGARKURNOOL,Peddakothapalle,PEDDAKOTHAPALLY,78.36,16.29,01/05/23,1.46
NAGARKURNOOL,Peddakothapalle,YAPATLA,78.43,16.24,01/05/23,3.8
NAGARKURNOOL,Pentlavelli,JATAPROLE,78.2,16.05,01/05/23,5.72
NAGARKURNOOL,Pentlavelli,PENTLAVELLY,78.26,16.08,01/05/23,3.76
NAGARKURNOOL,Tadoor,ITHOLE,78.35,16.62,01/05/23,2
NAGARKURNOOL,Tadoor,TADOOR,78.36,16.52,01/05/23,1.03
NAGARKURNOOL,Telkapalle,PEDDUR,78.44,16.37,01/05/23,5.88
NAGARKURNOOL,Thimmajipeta,GORITA,78.15,16.62,01/05/23,8.7
NAGARKURNOOL,Thimmajipeta,THIMMAJIPETA,78.19,16.67,01/05/23,12.25
NAGARKURNOOL,Uppunuthala,MAMILLAPALLY,78.51,16.47,01/05/23,4.8
NAGARKURNOOL,Uppunuthala,PEDDAPUR,78.54,16.49,01/05/23,10.69
NAGARKURNOOL,Uppunuthala,PENIMILLA,78.73,16.52,01/05/23,21.59
NAGARKURNOOL,Urkonda,URKONDA,78.41,16.73,01/05/23,8.57
NAGARKURNOOL,Vangoor,DINDICHINTHAPALLY,78.59,16.53,01/05/23,6.86
NAGARKURNOOL,Veldanda,BHAIRAPUR,78.65,16.75,01/05/23,2.53
NAGARKURNOOL,Veldanda,POTHEPALLY,78.58,16.71,01/05/23,2.09
MAHABUBNAGAR,Midjil,MIDJIL,78.32,16.74,01/05/23,15.07
MAHABUBNAGAR,Mohammadabad,MOHAMMADABAD,77.89,16.87,01/05/23,6.8
MAHABUBNAGAR,Musapet,MOOSAPET,77.98,16.6,01/05/23,5.48
MAHABUBNAGAR,Addakal,GUDIBANDA,77.92,16.53,01/05/23,4.19
MAHABUBNAGAR,Balanagar,BALANAGAR,78.18,16.94,01/05/23,9.37
MAHABUBNAGAR,Balanagar,PEDDAREVALLY,78.27,16.91,01/05/23,10.03
MAHABUBNAGAR,Chinna_Chintha_Kunta,CC.KUNTA,77.81,16.45,01/05/23,5.24
MAHABUBNAGAR,Chinna_Chintha_Kunta,EDULAPUR,77.8,16.46,01/05/23,5.21
MAHABUBNAGAR,Devarkadara,NAGARAM,77.81,16.67,01/05/23,7.45
MAHABUBNAGAR,Mohammadabad,NANCHERLA,77.85,16.91,01/05/23,4.16
MAHABUBNAGAR,Gandeed,VENNACHED,77.76,16.95,01/05/23,21.25
MAHABUBNAGAR,Hanwada,TANKARA,77.95,16.81,01/05/23,7.2
MAHABUBNAGAR,Jadcherla,GANGAPUR,78.19,16.77,01/05/23,9.37
MAHABUBNAGAR,Jadcherla,KODGAL,78.22,16.82,01/05/23,9.62
MAHABUBNAGAR,Koilkonda,ABHANGAPATNAM,77.87,16.76,01/05/23,13.05
MAHABUBNAGAR,Koilkonda,SERIVENKATAPUR,77.74,16.81,01/05/23,15.61
MAHABUBNAGAR,Mahabubnagar_Urban,MAHABUBNAGAR,77.99,16.75,01/05/23,5.28
MAHABUBNAGAR,Midjil,DONUR,78.26,16.79,01/05/23,9.42
MAHABUBNAGAR,Midjil,VELUGOMMULA,78.3,16.71,01/05/23,5.06
MAHABUBNAGAR,Musapet,NIJALAPUR,77.99,16.59,01/05/23,3.08
MAHABUBNAGAR,Nawabpet,LOKIREV,78.06,16.91,01/05/23,17.65
MAHABUBNAGAR,Nawabpet,POMAL,78.02,16.95,01/05/23,21.09
MAHABUBNAGAR,Nawabpet,TEEGALAPALLE,78.04,16.82,01/05/23,10.19
MAHABUBNAGAR,Rajapur,EDGANPALLI,78.21,16.85,01/05/23,3.78
JOGULAMBA(GADWAL),Alampur,Bhemavaram,78.12,15.97,01/05/23,
JOGULAMBA(GADWAL),Dharur,Dyagadoddi,77.63,16.31,01/05/23,1.3
JOGULAMBA(GADWAL),Dharur,Marlabeedu,77.66,16.22,01/05/23,4.79
JOGULAMBA(GADWAL),Gadwal,Atmakur,77.76,16.27,01/05/23,1.77
JOGULAMBA(GADWAL),Ghattu,Induvasi,77.53,16.02,01/05/23,3.77
JOGULAMBA(GADWAL),Aiza,Thothinonidoddi,77.54,15.98,01/05/23,4.94
JOGULAMBA(GADWAL),Aiza,Uthanoor,77.63,16,01/05/23,4.01
JOGULAMBA(GADWAL),Itikyal,Itikyal,77.86,16.09,01/05/23,2.64
JOGULAMBA(GADWAL),Kaloor_Timmanadoddi,Irchichedu,77.54,16.26,01/05/23,11.05
JOGULAMBA(GADWAL),Kaloor_Timmanadoddi,Nandinne,77.53,16.22,01/05/23,15.38
JOGULAMBA(GADWAL),Maldakal,Burdipadu,77.75,16.16,01/05/23,1.58
JOGULAMBA(GADWAL),Manopad,Maddur,77.89,15.91,01/05/23,2.32
JOGULAMBA(GADWAL),Rajoli,Rajoli,77.83,15.9,01/05/23,6.45
JOGULAMBA(GADWAL),Waddepalle,Tanagala,77.75,15.96,01/05/23,2.97
NARAYANPET,Damaragidda,DAMARGIDDA,77.52,16.82,01/05/23,6.75
NARAYANPET,Maddur,KOTHAPALLY,77.69,16.84,01/05/23,16.2
NARAYANPET,Kosgi,AMILKUNTA,77.72,16.92,01/05/23,12.95
NARAYANPET,Kosgi,SARJKHANPET,77.74,17.02,01/05/23,8.45
NARAYANPET,Dhanwada,DHANWADA ,77.67,16.63,01/05/23,16.95
NARAYANPET,Dhanwada,KONDAPUR,77.74,16.72,01/05/23,19.47
NARAYANPET,Marikal,VENKATAPUR,77.76,16.62,01/05/23,6.5
NARAYANPET,Maganoor,MAGANOOR,77.44,16.47,01/05/23,8.8
NARAYANPET,Krishna,KRISHNA,77.33,16.41,01/05/23,4.25
NARAYANPET,Maganoor,KOLPUR,77.48,16.39,01/05/23,4.1
NARAYANPET,Narva,KALWAL,77.61,16.41,01/05/23,3.5
NARAYANPET,Makthal,PASPUL,77.54,16.37,01/05/23,3.2
NARAYANPET,Makthal,LINGAMPALLY,77.51,16.57,01/05/23,2.15
NALGONDA,Chityala,Gundrampally,78.99,17.23,01/05/23,5.33
NALGONDA,Munugode,Palivela,79.03,17.13,01/05/23,10.08
NALGONDA,Narketpalle,Cheruvugattu,79.22,17.18,01/05/23,13.71
NALGONDA,Narketpalle,Nakkalapally,79.27,17.29,01/05/23,7.82
NALGONDA,Narketpalle,Ammanabole,79.27,17.35,01/05/23,6.05
NALGONDA,Saligouraram,Manimadde,79.34,17.34,01/05/23,2.94
NALGONDA,Saligouraram,Shaligouraram,79.39,17.3,01/05/23,1.68
NALGONDA,Saligouraram,Vangamarthy,79.47,17.32,01/05/23,1.78
NALGONDA,Kattangoor,Eduluru,79.31,17.24,01/05/23,8.57
NALGONDA,Nalgonda,Dandampally,79.29,17.13,01/05/23,5.56
NALGONDA,Kattangoor,Aitipamula,79.38,17.17,01/05/23,5.9
NALGONDA,Nakrekal,Marrur,79.43,17.11,01/05/23,12.13
NALGONDA,Kethepalle,Koppole,79.56,17.12,01/05/23,3.69
NALGONDA,Vemulapalle,Laxmidevigudem,79.57,17.04,01/05/23,3.13
NALGONDA,Vemulapalle,Buggabavigudem,79.51,16.94,01/05/23,2.13
NALGONDA,Chandur,Bodangiparthy,79.04,17.04,01/05/23,8.89
NALGONDA,Madugulapally,Madgulapally,79.46,16.97,01/05/23,6.45
NALGONDA,Thipparthi,Ranigudem H/o Jangamreddy Gudem,79.36,17.02,01/05/23,2.5
NALGONDA,Damaracherla,Dameracharla,79.63,16.74,01/05/23,3.08
NALGONDA,Damaracherla,Wadapalli,79.67,16.69,01/05/23,22.55
NALGONDA,Thripuraram,Tripuraram,79.46,16.83,01/05/23,3.95
NALGONDA,Thripuraram,Pedda Devula palli,79.47,16.89,01/05/23,2.47
NALGONDA,Nidamanur,Yerrabelli,79.35,16.91,01/05/23,16.1
NALGONDA,Adavi devula palli,Mulkacherla,79.47,16.68,01/05/23,11.15
NALGONDA,Tirumalagiri_Sagar,Tirumalagiri Sagar,79.33,16.73,01/05/23,2.12
NALGONDA,Tirumalagiri_Sagar,Chinthalapalem,79.38,16.59,01/05/23,3.05
NALGONDA,Tirumalagiri_Sagar,Timmaipalem,79.43,16.62,01/05/23,11.35
NALGONDA,Peddavura,Pottichelma H/o Chalakurthi,79.28,16.67,01/05/23,7.3
NALGONDA,Neredugommu,Peddamunigal,79.07,16.58,01/05/23,12.11
NALGONDA,Chandampet,Rekulagadda,79.05,16.5,01/05/23,13.87
NALGONDA,Chandampet,Pogilla,79.19,16.4,01/05/23,6.06
NALGONDA,Chandampet,Yalmalamanda,79.07,16.45,01/05/23,14.8
NALGONDA,Gundlapalle,Gonaboinapally,78.82,16.55,01/05/23,3.94
NALGONDA,Gundlapalle,Yerraram,78.84,16.6,01/05/23,1.5
NALGONDA,Gundlapalle,Singarajupally,78.72,16.64,01/05/23,11.51
NALGONDA,Gundlapalle,Cherukupally,78.77,16.59,01/05/23,5.05
NALGONDA,Chinthapalle,Chinthapally,78.83,16.82,01/05/23,9.55
NALGONDA,Chinthapalle,Anajpur,78.79,16.75,01/05/23,7.05
NALGONDA,Devarakonda,Devarakonda,78.9,16.7,01/05/23,14.6
NALGONDA,Kondamallapally,Pendlipakala,78.99,16.68,01/05/23,6.68
NALGONDA,Pedda_adiserlapalle,Gudipally,79.07,16.77,01/05/23,2.79
NALGONDA,Gurrampode,Junuthla,79.06,16.81,01/05/23,5.46
NALGONDA,Gurrampode,Chepur,79.16,16.82,01/05/23,6.02
NALGONDA,Nampalle,Nampally,78.96,16.89,01/05/23,3.93
NALGONDA,Nampalle,TP Gouraram,78.88,16.88,01/05/23,14.18
NALGONDA,Marriguda,Venkepally,78.84,17.02,01/05/23,12.36
NALGONDA,Chandur,Donipamula,78.97,16.98,01/05/23,6.6
NALGONDA,Chandur,Kondapuram,78.99,17.06,01/05/23,10.54
NALGONDA,Kangal,G.Yadavally,79.13,16.97,01/05/23,9.19
NALGONDA,Kangal,Guwraram,79.22,16.91,01/05/23,10.46
NALGONDA,Anumula_Haliya,Marepally,79.25,16.88,01/05/23,9.86
NALGONDA,Anumula_Haliya,Hazarigudem H/o Perur,79.35,16.79,01/05/23,2.1
NALGONDA,Kangal,Manchineela bavi H/o ,79.23,17,01/05/23,10.2
NALGONDA,Nalgonda,Appajipeta,79.18,17.11,01/05/23,6.89
NALGONDA,Chityala,Aregudem H/o Pedda Kaparthy,79.07,17.23,01/05/23,6.16
WANAPARTHY,Amarchinta,Amarachintha,77.77,16.38,01/05/23,7.25
WANAPARTHY,Amarchinta,Mastipur,77.75,16.37,01/05/23,1.8
WANAPARTHY,Amarchinta,Mitta Nandimalla,77.69,16.38,01/05/23,1.4
WANAPARTHY,Atmakur,Tippadampally,77.87,16.29,01/05/23,3.1
WANAPARTHY,Chinnambavi,Bekkem,78.15,16.07,01/05/23,2.65
WANAPARTHY,Chinnambavi,Velgonda,78.12,16.05,01/05/23,8.7
WANAPARTHY,Madanapur,Ajjakollu,77.88,16.36,01/05/23,4.4
WANAPARTHY,Madanapur,Dwarakanagar,77.88,16.44,01/05/23,16.1
WANAPARTHY,Madanapur,Nelividi,77.88,16.39,01/05/23,2.3
WANAPARTHY,Madanapur,Kothapally,77.85,16.38,01/05/23,4
WANAPARTHY,Pangal,Remaddula,78.18,16.32,01/05/23,1.85
WANAPARTHY,Pangal,Kethepally,78.16,16.2,01/05/23,6.7
